mz_time	JDC_20160102_LU.CT22_001	JDC_20160102_LU.CT23_001	JDC_20160102_LU.CT24_001	JDC_20160102_LU.CT48_001	JDC_20160102_LU.CT50_001	JDC_20160102_LU.CTH26_001	JDC_20160102_LU.CTH28_001	JDC_20160102_LU.CTH46_001	JDC_20160102_LU.CTH47_001	JDC_20160102_LU.CTH49_001
100.0135493_47.328	524752.9049	445258.4676	1297562.555	988270.3794	1047580.827	1032247.025	543867.5108	1294787.562	1023684.173	916564.5936
100.0136217_308.0185	8532059.686	8398213.752	2277762.916	3420048.614	5559590.959	4901836.995	9039694.086	5087587.879	1859022.051	5132269.078
100.0753824_80.61835	1648193.728	13291133.27	3345459.979	4857818.075	4928915.208	1716860.441	1421218.512	5434638.696	5515554.317	5083809.96
100.075369_114.624	440224672.7	206716365	281027717.3	718923476.3	899057329.9	830686.9912	1667023.196	287549761.7	681037855.7	758395196.2
100.0753811_43.9506	1541816.268	752604.5911	1840857.089	4230116.9	3248653.998	2463611.325	774611.8312	2116818.372	3601768.488	3074921.096
100.0930447_124.4995	3587432.816	537056243.7	6174646.251	6257235.275	7000015.904	5280869.173	4266461.738	7651478.365	8276245.381	7412253.099
100.0929851_207.4935	2711357.242	330659721.7	225165201.2	2853284.682	3157530.415	2530984.644	606458785.1	2560296.959	2634906.111	2788503.684
100.1117248_207.657	726258947.9	690547571.2	637031188.6	819689238	543246006.7	617041525.9	708214820	750815649.8	790037051	852932628.6
100.1117449_124.5565	1210240037	1439519994	1021059989	1823133239	1946395463	1518872987	1419606875	1988569109	2137989657	1897502539
100.1304258_124.553	4157557.474	5297595.543	5947802.002	7257640.593	7906393.559	6421501.83	4768611.966	7556115.46	8372351.667	7021450.698
100.1304616_207.624	2845506.033	337097031.3	239014059.5	3057690.704	384241874.4	187391485	2164692.055	364659870.5	2878742.424	370435861.2
100.5096875_118.473	9704397.146	11874527.35	10372966.08	9477342.066	10901787.63	10437066.96	11048456.76	9411009.123	11771711.62	6188143.709
100.5096887_307.354	54999222.24	51720639.06	37222489.39	40014823.28	35084559.51	28015139.76	56463654.11	42562311.74	34067531.77	39771851.51
100.5096874_47.1003	4269008.244	3086197.313	8696243.649	3852246.508	4737895.019	15615012.63	2053880.952	8101319.171	9861672.812	8248325.743
100.5096836_25.87745	3302761.331	3054416.687	5170007.408	7165076.263	9035498.909	4242125.669	2902070.742	9029558.727	8099074.949	6284073.09
100.5096871_2.1642	1771448.128	1792862.242	2057598.528	4360386.604	6562247.721	2913662.649	1843116.745	4793833.328	10499073.33	5541027.181
100.9565981_307.983	2791851.216	2872686.677	1771209.998	2862864.137	2873840.945	1176009.262	3165622.227	2216392.269	1431066.143	2876933.325
100.9881515_161.996	293616.7304	1161785.587	63738878.71	346377.2064	734660.1619	103172.088	91183.79286	395311.2606	1064415.647	357804.4752
101.0112902_308.446	2420186.159	1526102.067	2012528.057	1864850.293	2801532.705	1227280.065	2561298.164	1812805.323	2424730.623	2877181.159
101.0594354_130.401	40229201.25	2683253.676	1966192.521	2371552.982	3904506.984	4009807.03	51053273.69	1790466.276	1071240.381	3221867.634
101.0594311_44.7414	2017717.851	622902.0749	5390761.383	3053987.233	4778957.989	1207000.277	2614223.414	9599191.193	9234931.784	3454025.659
101.0706537_258.08	2004111.047	4321357.183	11279463.75	7224097.965	3655128.186	9075745.893	3279608.827	7333835.554	8348257.391	4994664.587
101.1088595_207.609	2233754.93	2206408.468	2079573.049	2785463.13	2725378.919	1983491.531	2218810.157	2361923.703	2588739.618	2683445.293
101.1089306_124.547	3338039.307	33508112.56	4543168.999	43073661.75	46986554.87	3469717.528	34329524.22	47175923.6	51529835.97	83769531.96
101.1151618_258.534	10813899.03	11833563.68	1044008.861	18720308.08	15435638.32	15607674.63	18640556.64	11052977.47	17004228.55	16006770.5
101.1151603_45.4811	2551550.393	6390592.125	6249954.523	13935826.51	19897965.18	7990187.827	2357588.049	7375978.425	17268211.94	7426662.031
101.115148_27.7286	3037230.891	2630520.494	2618180.372	10527892.48	9732316.087	2638390.48	2167968.342	8605501.103	5536825.873	10441664
101.1151727_207.272	32771521.36	44807612.03	14842945.66	55558512.93	55355921.27	33301398.13	31794627.64	35370896.22	52679709.67	38510087.97
101.115171_286.802	8222996.089	4879102.598	12754190.21	25361722.43	33161991.71	7747323.573	15679323.8	12257121.47	40408141.56	41451683.75
101.1151668_94.6265	9161088.579	8537524.744	4812091.748	24533130.08	20617094.69	10178572.15	9309048.755	13704737.07	24873712.16	16788667.1
101.508447_307.5015	6890838.714	6908521.603	4828537.756	5342828.159	4704378.578	3743395.664	7081760.922	5511420.734	3859367.947	4965065.701
102.0143325_320.851	799224.1304	894437.8526	317571276.6	1655174.121	2292588.176	627169.6036	144039987.2	1911018.082	1989911.478	2052855.167
102.0335614_130.554	420914.5984	2020175.202	444533.935	2724504.478	4314803.115	66773.09716	1840247.706	6203645.028	6132399.825	1429678.384
102.0335537_260.899	7928173.916	7851420.719	5761140.84	15749825.53	14339888.15	6292829.806	9161040.102	9645923.441	11982190.06	13863205.71
102.0335675_355.682	103370986.7	105755132.1	42284692.9	87552059.52	77745181.21	47135515.97	201468602.2	155522635.6	150074726.4	131981435
102.0335662_450.978	10093787.08	17250568.05	15077697.66	34443150.56	29844057.14	14353920.89	18423935.03	25615716.76	32221321.5	20204056.37
102.0335683_421.623	27496474.62	22993742.28	15753817.8	52952924.8	57647634.35	25122657.02	38211063.56	38165762.2	129777344.9	57281790.58
102.0335706_391.7035	36372325.81	43905687.61	29904125.82	63294784.01	79290943.71	41092672.78	36732535.19	40457029.57	130285204.5	78234706.57
102.0335534_320.466	436708787.4	494852005.9	363944163.4	675919084.5	599284473.6	254192101.7	355748399	504338077.7	584640756.8	756950560.5
102.0335589_283.543	20732659.29	39951382.41	19019748.24	77341544.12	34234393.86	14043855.89	17998656.97	38993411.81	34995311.74	27138417.7
102.033565_305.711	53252585.78	80036785.39	83581161.27	124575278.1	93428426.81	328796034.9	55809223.88	127741475.2	127836698	105812790.4
102.0448974_110.584	2093288.348	1977705.348	3619284.064	1686821.686	2524194.644	4733062.818	845553.6254	2167304.882	5354970.205	2340340.297
102.0546776_234.716	3399594.223	6130991.573	7563054.927	7197261.601	6649632.207	44073926.22	9190169.201	23588382	16074238.23	16546357.32
102.0546667_219.484	3733321.802	6515848.967	14664419.21	9021187.378	7737245.801	9510535.148	3570170.296	9979978.368	13941289.19	6859897.441
102.0546756_342.6885	1716327.648	3617164.428	16616111.9	4943181.142	4100042.916	17920481.39	1834559.269	6307454.762	6557077.754	3310089.776
102.0546442_258.024	4437927.639	4221595.914	4322774.507	2343222.119	3487278.368	6820069.224	2552363.397	3152185.798	3926212.965	3231332.554
102.0527821_320.705	2647400.684	1095964.274	495292.4334	2306051.554	2378652.058	2340621.474	2372560.938	1525578.303	1295597.26	1636682.683
102.0910554_44.0633	3994330.576	2182687.148	8826233.777	4625578.74	10051756.59	8987630.732	2705896.048	7279284.35	8282760.835	5460349.836
102.091046_128.922	8847437.541	4075548.297	5867821.053	7433712.007	6014999.785	6613381.705	6679245.251	7259594.278	4880381.559	7248053.209
102.1040707_316.743	1978257.724	522244.2424	1941647.795	354290.9801	892539.2683	1593471.863	1840726.454	782390.6085	1737799.692	779725.6808
102.1273615_126.814	2601752.536	2715572.926	1854437.548	3167178.183	4260270.774	3772244.593	1688228.773	2245665.202	4242018.433	3302499.277
102.12742_45.85345	2688135.212	2466449.955	1345707.406	7008177.618	7904379.788	1890823.888	2180681.391	6782410.679	7104109.058	8260517.594
102.5088545_329.143	1765964.093	2014624.822	17832925.95	39496047.58	1687250.949	26792435.19	1596854.744	848455.9959	17478973.09	55884302
102.5351336_319.329	3538706.379	4842539.265	34381610.97	27324071.24	8234142.845	19849084.87	13260610.4	20444205.81	7657083.064	45781207
102.7227308_114.73	496148.4105	334641.7382	164348.0716	764310.775	806791.1168	431585.0635	402372.4678	903889.3112	849200.5813	780329.0027
103.0315602_320.64	1981291.195	1636044.51	1492706.468	3577990.301	3687762.502	3716584.66	1759405.229	2723075.769	3118990.434	2547624.615
103.0539262_204.755	4266244.522	7238001.369	9005697.135	9008782.437	7129513.409	6603224.797	8832911.824	12072048.54	15479961.43	15424400.61
103.0500565_308.5365	2302876.147	5618115.868	10659778.31	3929155.249	4643027.243	22947222.3	2694818.828	4330106.744	4739485.44	2315610.57
103.0579996_234.352	29966.59745	102330.0392	139918.6049	113773.8527	101335.5271	1163927.119	148190.5389	492082.9245	601463.4691	190434.8136
103.955319_120.221	1285716.852	2379276.094	3564912.385	3258741.685	3268289.523	2098551.421	2125420.42	3362427.225	3736396.879	2423627.114
104.0299726_319.5005	7319790.427	9249836.91	6540503.023	12014440.29	10587127.16	7455710.657	7768675.223	14849152.71	10700644.8	16024216.85
104.0525299_213.317	1041242.234	2573358.813	317552.3283	3957612.612	2019754.896	1558575.126	2180108.217	3212193.736	4377862.592	4142828.88
104.0572756_204.296	318610.8874	489634.2999	423924.9875	889828.1156	1540558.062	638748.766	448290.2248	421286.3888	691795.7802	829213.0586
104.0702804_223.231	1504844.172	1212738.046	1301394.654	1171419.475	1289433.136	1299451.192	935327.6229	1942122.359	4555135.268	1292066.102
104.0703213_271.075	2313914.098	3583486.709	6196772.518	4348913.824	4969130.681	8597713.738	2418332.913	6449230.565	6899921.832	5191371.734
104.0867951_271.507	3052314.342	607820742.2	8609814.239	423140960.9	5380704.346	14036545.89	142680396.8	606235435.4	270590299.8	723351141.8
104.1065916_266.913	205768534	1293423742	4083314175	2922607502	2042608240	3205828921	331896030.2	1087834545	2182566088	1278901578
104.1066854_343.0795	7247166.779	12522432.59	34705921.7	21207557.57	16971796.83	25005748.35	1035042.564	11867596.98	10607751.17	11896081.61
104.1261919_269.617	2460984.604	1926593.143	9148330.1	5599898.994	984615765.4	3263189.396	176396866.1	381141607.8	1762699.735	441235943.5
105.0696139_38.0596	1069601.489	1168026.434	620967.3449	4819772.912	3181170.709	1484908.934	1025720.303	2827773.179	3178295.912	4473490.155
105.0696164_134.645	1841086.494	1742530.875	896573.1918	2297101.72	824076.9319	767169.6637	2169278.219	887592.8146	1086966.393	2657797.156
105.103803_266.354	2014801.357	3683013.208	13958306.86	20900086.95	8999458.595	159164192.5	5614303.115	3325751.29	84679868.69	6830065.397
105.1128949_269.4295	998545.7865	1890819.013	2873360.451	3733697.618	2527233.254	5578996.613	38625535.87	2758997.135	2124209.012	2171412.213
105.3564492_114.3355	349106.6686	339409.5294	147133.6862	363037.823	356622.4302	339599.821	524237.2939	434833.4365	400885.9486	458362.4869
105.9535587_119.857	348602.1535	712412.0277	1331174.953	1005925.626	1261635.539	508646.0339	805889.5656	1197275.992	1247315.301	724931.1727
106.0495757_239.743	10160586.58	20239085.02	40529829.57	30525944.91	25843215.54	127012811.6	17626743.6	61709387.87	65602962.33	52145696.46
106.0648287_316.476	90446.97103	299407.8322	1612793.154	330069.8771	352171.2529	2380430.022	77417.012	1156483.145	2153844.307	721276.2331
106.110958_271.9695	2032304.027	2581519.195	6548698.302	3657960.032	2846321.647	4557398.339	857395.0044	2202754.511	2511648.544	3015960.896
106.9502889_222.444	1439772.78	2757636.871	9580864.492	6657574.88	5531980.666	6728493.446	1316856.533	6379561.931	10264804.71	3478531.945
107.0488495_204.309	1729074.17	1926931.864	1275138.302	2100071.227	1040325.343	1859641.262	1734178.097	2545381.185	3433753.769	2972784.342
107.0529148_239.992	516069.9244	426954.2764	1024071.351	640683.617	585558.3812	853941.663	744166.9803	1201338.184	1245413.981	982987.9454
107.065096_258.074	2768024.979	2878994.151	4572863.456	1872069.552	2354963.426	5135018.4	1763730.325	3195246.672	5639317.658	2225652.515
107.0650849_213.6395	1472989.021	1444845.905	1313244.762	1066024.904	1474065.53	662379.3232	896853.1682	1341553.905	2177761.271	1268151.115
107.0781127_258.308	11075021.72	5918216.598	10404380.74	7610593.591	7658014.097	14481404.57	4566534.766	9842512.511	22144993.3	5684454.888
107.0852171_115.4655	1901997.702	1833369.555	1952818.47	2553076.391	2253983.106	1765609.213	1623230.28	2693088.494	2216358.149	2657041.697
107.0852231_132.8725	2559554.123	2907380.809	698672.7694	3474532.369	3819962.81	1884789.758	3635066.258	2495469.915	1274063.75	3887052.663
107.0852231_34.39635	1083179.876	751173.3808	797326.7738	3440168.038	2734573.482	1018066.209	779063.4038	2159946.045	2361988.642	2690644.44
107.5169872_116.6015	2825365.05	3340165.689	2010265.145	1504523.059	2724523.488	2309284.188	3369908.063	1499946.355	2800763.136	2780128.472
107.5169929_46.0263	1108977.795	1837292.424	2997633.659	1287903.477	3154217.777	4369800.056	1241081.014	2487293.341	3472802.749	2978008.055
107.5170039_26.5584	1044189.012	803597.3307	1512701.002	1599562.758	2879202.681	828843.5653	884815.796	1332146.969	1714457.655	1873327.686
108.0110476_171.613	8335241.89	10384201.29	23712296.92	9041756.074	8407324.013	22809074.6	6617185.649	5685711.385	9533085.902	5700340.087
108.0224506_120.634	21116600.76	20544497.19	15763864.82	20726908.87	24743540.65	16773093.33	19982440.53	21526825.79	20048528.02	17016577.31
108.0146113_101.513	8093988.074	8485634.549	9533920.324	13990027.22	13423405.26	9800905.03	7365295.966	11780675.28	10665970.06	12212093.72
108.022484_286.7545	4403741.714	4895638.902	3312195.793	13511719.9	7495993.338	3710445.137	3466778.957	6901056.6	7001070.042	8212623.539
108.0224839_259.984	3431396.072	4263478.63	2629102.054	4970849.558	5949229.499	2806550.327	6926671.318	4175643.094	6018515.268	8071361.016
108.0224979_312.297	978128.2511	683517.4595	3042048.63	11311034.53	4345406.847	3382355.772	9924649.899	11148794.27	4387535.029	8105067.932
108.022451_46.6879	49554.8134	63361.71896	1729833.311	290793.1951	357131.9891	2127266.504	81450.13523	818932.9187	2137964.594	531994.1847
108.5122428_101.09	260879.1459	363666.0317	343355.821	494275.2844	538879.0301	304356.8559	291594.902	438620.7962	199926.1938	551076.9011
108.5171816_308.518	8398129.19	7588575.98	2488552.281	5298441.188	4815723.585	3854937.934	7756546.607	6526002.536	4465915.542	5248173.709
108.5960521_172.094	13651.67445	311257.106	0	520123.125	357250.5613	17532.31661	132353.1527	369266.1707	560897.4716	361521.7321
109.0220624_116.811	96046242.05	97184144.26	89063014.71	173086260.4	212697517.4	83425499.52	127000718.5	132219978.1	140723590.2	153740429.2
109.0220684_45.72655	38658135.16	48087882.07	102381801.4	122814553.2	138490312.6	87853078.9	34423122.9	184009755.7	246096581	121221345.7
109.0220592_26.65355	25928759.97	24170104.68	32544668.97	70115833.1	98725045.48	19836798.75	22495687.3	49262049.63	62756761.84	87831247.13
109.0630189_212.488	3620300.987	5117137.369	617701.383	6273500.868	4813186.459	3633526.179	4992450.547	6395424.871	8024300.691	7478691.834
109.0645121_115.888	4376424.442	3376550.149	3856697.861	3858897.226	3038744.216	2674362.314	2865696.834	2424467.003	3119437.333	3460842.298
109.0645019_130.761	5118466.591	4975642.757	1528996.336	5537168.089	2515895.416	6704174.425	4298117.653	3685490.17	2492346.93	5630349.595
109.0757421_326.057	4228989.514	740962.0644	2234065.55	1611119.917	298006.5766	2186376.036	4313836.941	2957073.179	2919405.559	1395224.889
109.1008978_130.777	6298594.51	7916643.041	6046215.38	9745972.773	10150974.89	5320894.694	8129463.166	6121289.97	2610020.773	9463317.991
109.1008972_42.4978	2787783.671	3431315.734	4188277.066	11160390.5	7830817.169	5432339.14	2694944.098	10049264.27	9410780.15	8778069.485
109.1008991_116.602	5258667.63	3648077.679	4874765.388	5891427.556	4269692.616	5361241.893	5684219.754	3687519.045	6404653.66	6461777.871
109.5213939_45.72045	15515297.32	11146796.68	64549331.85	20549948.23	7664063.841	44301569.75	7103908.956	97800173.47	98105231.71	8071850.316
109.5212377_308.599	1870278.114	49030878.61	22281195.36	80851840.84	73335289.87	33886345.85	23373152.85	1724312.551	61423994.89	52722517.08
109.5213065_93.9845	10849444.59	11083469.2	7451272.683	21279747.29	23024321.53	9361084.552	10342790.4	17502675.02	20013045.15	21368438.75
109.5235843_116.806	66357444.12	18809819.38	38581211.99	49643673.23	31061437.58	42150021.96	35419555.44	49468810.56	9879299.049	75586836.46
109.5213479_27.0195	2469591.481	7693043.145	2810913.179	16100931.44	19946382.17	8010567.337	11047092.77	24373976.31	18037290.23	12982603.96
109.9981045_45.61325	175155658	379181114.7	3355257.768	1014038228	1166584114	5224598.769	212394741.5	1101441003	2069245818	1531862091
109.9981075_116.562	583948813.9	1029410732	2731556.781	699468951	734811168.9	1791965.383	3192480.774	660431050	5062419.916	2259489.13
110.0084339_308.023	4525668.551	10387543.19	28169835.14	6380849.464	6968592.875	49814071.01	5236402.7	7423677.214	11060722.25	4685561.753
110.0068713_170.9245	1054950.737	316964.2459	580888.5332	132339662.2	138358561.9	155557232.6	204869319.8	202213132.3	168831285.6	282265858.3
110.012314_368.3975	194939634.1	689862.6161	287363208.8	1795343.412	578516624.8	146440038.3	218446701.5	202021328.4	568440409.7	893063864.4
110.0196645_116.568	1985187777	1758218195	1348783659	2544057509	2324232898	1814676391	2143634814	2223279240	2251644740	2798480673
110.0197028_46.3198	612975003.1	793754559.3	1670023042	1940951586	2271024909	1171855764	486860836.2	3009319187	2758712734	1302216180
110.0197034_26.21875	267408108.1	130760873.4	529798761.5	946318011.4	1594910907	327423518.7	346947415.9	1039910750	918990248.1	1448617973
110.0266861_269.554	30198522.99	53323423.42	141961676.9	109444096.2	80151047.66	162813485.7	18006360.49	38284019.3	42396936.81	33497011.83
110.0408861_119.792	2753216.15	4734445.499	10728209.22	5205718.222	5536869.712	14725634.37	5672256.744	11717945.75	16938526.19	5323895.126
110.0410581_46.072	179101682.9	196130845.3	2662306.076	1039606594	1178121104	4108011.224	219094594.6	1887203.761	2135285862	528037851.4
110.0709719_311.6875	2772458.121	7954725.378	28766884.72	10110833.59	8527031.162	36611670.4	9315821.743	18218872.09	36216050.43	16286587.67
110.5199438_116.953	83063184.36	59840040.2	54639423.64	45092139.95	124488015.9	51911286.83	34492789.67	136691550.4	93955261.23	106803405.1
110.5199625_45.7197	11020150.86	11140524.16	33714354.94	26537940.9	91674749.26	28125782.61	7914962.427	61122369.24	56442646.68	81339344.33
110.5199192_26.89745	7299977.573	6781088.855	6305711.1	29835984.25	27549011.51	5304232.394	10084270.55	20195337.34	22312569.78	25908432.4
110.5190131_2.36782	12200364.69	17286875.34	8927103.598	12559658.01	16695240.12	8541137.989	17160284.4	22158347.61	19866874.89	8041934.606
110.519774_261.349	59230337.4	56151584.81	8366308.671	70941848.87	73198515.1	7871403.597	38597132.55	10434241.45	53421077.61	14133329.99
110.5197017_93.288	22784307.04	28490757.12	11116739	14053555.93	15828424.33	18545796.28	21698335.1	11689349.18	44632552.12	10559426.29
110.5198246_158.375	16059120.48	16261128.16	5677496.302	27005363.24	19775165	45597919.44	25032121.79	40256415.05	98409289.7	25160455.39
110.5190569_361.9175	236406397.1	92812546.61	7960112.282	139936415.4	352730533.5	115850012	173876151.2	109473044	358837774	46952414.4
111.0091871_307.252	3037664.996	301272170.9	1916866.705	387550395.5	3261985.762	2215678.564	775481680.7	4050498.943	403989153.1	3459399.71
111.0260357_269.371	18662495.14	27799839.37	696636.1314	20387557.36	10589234.63	655352.1627	25667365.12	20923911.72	36050440.76	21519877.29
111.0199148_45.6199	1057242.33	56173517.39	189957723.9	105214625.1	187963593.6	183768963.7	39833959.23	514708224.3	304024008.2	241212597.1
111.0198865_307.0765	1137815544	1075407794	775986559.9	1417587443	908303331.4	889741918.3	1193119291	1271431081	1265084754	1440631475
111.0199043_119.233	361145930.2	185248172	250795075.4	321095781.3	533782154.7	256878902.5	225406937.6	320856858.1	268830937.3	401363052.4
