p.value	m.z	t.score
0.39614	436.9755736	1.4677
0.39679	503.1847607	1.4655
0.39679	476.7562114	1.4644
0.39679	121.9667962	1.4643
0.39686	86.07101485	1.4631
0.39686	225.9437508	1.463
0.39712	359.7457001	1.4617
0.39719	561.3946328	1.461
0.39791	497.8200993	1.4586
0.39902	369.2822582	1.455
0.39902	259.1109694	1.4546
0.39955	356.2637971	1.4527
0.39957	376.9919167	1.452
0.4013	487.2555666	1.4468
0.4013	386.8417355	1.4454
0.4013	314.2763737	1.4452
0.4013	314.9344533	1.4451
0.4013	306.0531686	1.4448
0.40133	504.9636782	1.4442
0.4021	322.9922664	1.4411
0.4021	274.7906221	1.4407
0.4021	152.0357759	1.4405
0.40259	370.2952198	1.4385
0.40259	398.7411897	1.4372
0.40259	572.4362101	1.4369
0.40259	235.0192654	1.4365
0.40259	156.1379404	1.4364
0.40281	264.1357112	1.4351
0.40281	477.9068375	1.4344
0.40281	485.286437	1.4342
0.40353	229.1405728	1.4315
0.40353	334.7464048	1.4312
0.40365	251.1060885	1.4303
0.40389	206.0629004	1.4292
0.4039	157.0830009	1.4286
0.40397	95.04350302	1.4257
0.40397	400.2678898	1.4251
0.40397	163.1222736	1.4245
0.40397	546.9531588	1.4244
0.40397	338.9651027	1.4234
0.40397	120.0029714	1.4227
0.40397	156.1124337	1.4227
0.40397	383.2190901	1.4227
0.40397	520.8184936	1.4227
0.40397	480.3081127	1.4224
0.40397	536.3367505	1.4222
0.40402	193.0769776	1.4214
0.40402	538.7761675	1.421
0.40476	85.02798773	1.4185
0.40476	287.1347012	1.4175
0.40476	372.3092558	1.417
0.40476	308.2183885	1.4169
0.40583	249.8737936	1.4136
0.40632	519.2859335	1.4117
0.40632	341.0617704	1.4105
0.40632	175.0747972	1.4103
0.40632	397.1998891	1.4102
0.40632	149.0707307	1.4096
0.40651	195.0121967	1.4086
0.40658	393.2975319	1.4078
0.40673	432.8392174	1.4066
0.40673	362.2752766	1.406
0.40673	316.6007598	1.4054
0.40673	488.9669538	1.4049
0.40673	395.0369079	1.4044
0.40673	221.1374021	1.4041
0.40684	396.7898107	1.4033
0.40835	391.7789844	1.3984
0.40835	109.4784982	1.3979
0.40835	249.9584671	1.3979
0.40973	359.0068993	1.3939
0.40979	192.9177005	1.3932
0.40984	289.2158166	1.3925
0.41008	350.720486	1.3914
0.41018	213.1090795	1.3898
0.41018	226.9815226	1.3898
0.41018	328.0181279	1.3895
0.41021	206.9663802	1.3888
0.41074	309.1302564	1.3856
0.41074	143.996487	1.3855
0.41074	310.112499	1.3853
0.41074	380.697486	1.385
0.41074	257.144778	1.3848
0.4111	312.0797509	1.3829
0.4111	481.3119935	1.3819
0.4111	131.0829914	1.3817
0.4111	365.1035016	1.3814
0.4111	675.5389247	1.3811
0.41138	288.9282827	1.3798
0.41138	352.2907387	1.3787
0.41138	283.9081157	1.3787
0.41138	142.0079943	1.3783
0.41221	423.7698873	1.3757
0.41257	187.1258151	1.3726
0.41257	332.749009	1.3725
0.41257	118.0494645	1.3724
0.41257	138.0545513	1.3721
0.41257	249.2206011	1.3721
0.41266	263.632862	1.3713
0.41267	250.2520339	1.3707
0.41307	246.7835432	1.3692
0.41325	156.9274801	1.3682
0.41329	309.2265171	1.3676
0.41389	309.2967327	1.3655
0.41389	413.2665639	1.3644
0.41389	296.0089866	1.3641
0.41389	564.7975607	1.3639
0.414	182.9612709	1.3631
0.41516	543.3269563	1.3589
0.41516	491.8187619	1.3584
0.41516	234.8257971	1.3583
0.41516	355.9318352	1.3578
0.41516	392.9856173	1.3576
0.41521	322.9812999	1.3569
0.41599	438.1965041	1.3545
0.41607	260.6199385	1.3537
0.41625	262.6345215	1.3527
0.41723	261.1091259	1.3498
0.41723	191.064028	1.3493
0.4176	203.0522431	1.3463
0.4176	526.8434093	1.3463
0.4176	462.9881753	1.3462
0.4176	340.7096843	1.3456
0.4176	128.0813265	1.3452
0.4176	140.0812963	1.3451
0.41825	553.7191248	1.343
0.41828	144.5486105	1.3424
0.4194	85.96264165	1.3392
0.4199	334.3371722	1.3371
0.4199	431.2756488	1.3369
0.42102	382.2429826	1.3336
0.42139	456.3119871	1.3322
0.42168	218.9191647	1.331
0.42168	215.9201978	1.3305
0.42207	281.1631396	1.329
0.42215	272.2575238	1.3279
0.42215	554.2610626	1.3277
0.42231	292.9406957	1.3267
0.42231	245.1060152	1.3259
0.42231	314.3042758	1.3257
0.42248	453.1645738	1.3248
0.42248	191.8964349	1.3243
0.42314	485.7108541	1.322
0.42314	585.2699281	1.3214
0.42314	338.231534	1.3204
0.42314	194.1534425	1.3201
0.42314	615.2601474	1.32
0.42314	198.1848518	1.3193
0.42314	135.0134112	1.319
0.42318	281.6032784	1.3183
0.42318	238.2006722	1.3178
0.42334	283.0298534	1.3169
0.42334	257.6039031	1.3159
0.42334	169.121891	1.3158
0.42361	281.2660103	1.3147
0.42392	526.7748774	1.3129
0.42392	326.2202052	1.312
0.42392	288.0838533	1.3118
0.42392	360.1722612	1.3118
0.42463	320.6103734	1.309
0.42463	499.9716724	1.3089
0.42463	354.2660123	1.3084
0.42463	170.1170362	1.3079
0.42463	391.2839669	1.3075
0.4254	592.3364653	1.3051
0.42546	402.2694017	1.3044
0.42558	410.9148842	1.3035
0.42558	298.8171605	1.3031
0.42568	290.2837495	1.3023
0.4258	356.0413363	1.3012
0.4258	121.9668103	1.3006
0.4258	404.2613927	1.3005
0.4261	549.0471523	1.2988
0.4261	98.96100735	1.2987
0.4268	376.232343	1.2965
0.42749	370.9989444	1.2939
0.42749	348.0796778	1.2935
0.42749	260.2370473	1.2933
0.42765	305.9613492	1.2924
0.42839	311.2544444	1.2894
0.42839	257.9803891	1.2894
0.42839	394.2220061	1.2891
0.42848	222.0775238	1.2884
0.42861	140.9908812	1.2873
0.42861	96.5143859	1.287
0.42885	92.04899624	1.2859
0.42894	404.3074654	1.2852
0.42894	328.8192612	1.2844
0.42894	136.021084	1.2842
0.42895	486.7479599	1.2836
0.42922	374.9452832	1.2825
0.42938	461.2128156	1.2812
0.42938	220.1115319	1.281
0.42987	86.90827199	1.2791
0.42987	262.0854854	1.2789
0.43056	276.7885392	1.2767
0.43077	269.9937789	1.2757
0.43084	402.1351465	1.275
0.43084	372.0650017	1.2745
0.43105	102.1273503	1.2735
0.43305	182.0807592	1.2677
0.43305	545.241354	1.2676
0.43305	496.2833982	1.2672
0.43326	124.8969902	1.2662
0.43358	197.1278066	1.2648
0.43358	137.9980224	1.2644
0.43398	472.4354827	1.2629
0.43398	95.0235923	1.2625
0.43398	410.1771632	1.262
0.43474	316.3199744	1.2596
0.43474	286.8169221	1.2586
0.43474	525.3615399	1.2582
0.43474	514.3934331	1.258
0.43474	330.2517755	1.2575
0.43474	394.8734747	1.2571
0.43503	405.0117597	1.2559
0.43505	350.0213776	1.2554
0.43515	180.8826414	1.2545
0.43515	269.2215912	1.2538
0.43515	269.6423262	1.2532
0.43515	226.0233157	1.2524
0.43515	131.1175791	1.2512
0.43515	218.9835011	1.2504
0.43515	301.8765098	1.2504
0.43515	589.4599624	1.2494
0.43515	152.1053008	1.2492
0.43515	333.0106139	1.249
0.43515	153.1269386	1.2487
0.43515	389.2593408	1.2483
0.43515	208.8902197	1.248
0.43515	501.2794959	1.2474
0.43515	359.2563437	1.2473
0.43515	464.7321222	1.247
0.43528	301.1336376	1.2462
0.43556	312.0281266	1.245
0.43649	265.0174109	1.2423
0.4369	136.0500041	1.2409
0.43695	283.0475488	1.2399
0.43695	503.1080006	1.2398
0.43702	328.7556479	1.2391
0.43747	488.5301026	1.2375
0.43763	458.3296544	1.2367
0.43767	195.8964091	1.2361
0.43789	343.3748996	1.2347
0.43789	344.2264889	1.2343
0.43789	402.284645	1.2339
0.43789	301.1395613	1.2335
0.43825	305.0555588	1.2322
0.43872	296.8207943	1.2305
0.43872	267.2869425	1.2297
0.43872	431.3918653	1.2296
0.43947	426.708814	1.2274
0.44007	100.111664	1.2251
0.44007	292.6491628	1.225
0.44033	531.3268315	1.2239
0.44057	193.895947	1.2228
0.44086	226.1042947	1.2217
0.44146	127.0860513	1.2198
0.44207	312.237219	1.2168
0.44207	317.2509758	1.2167
0.44207	369.0008736	1.2167
0.44207	429.7155082	1.2162
0.44207	330.7535125	1.215
0.44207	235.0915839	1.2142
0.44207	329.6086839	1.2136
0.44207	580.273129	1.2135
0.44207	308.8265346	1.2135
0.44207	150.932014	1.2134
0.44278	294.1283478	1.2113
0.44306	121.5565916	1.2096
0.44306	422.8749009	1.2091
0.44306	152.5641507	1.2081
0.44306	175.4795307	1.2079
0.44306	234.0708182	1.2079
0.44306	480.2643641	1.2076
0.44306	144.0424054	1.2071
0.44334	485.3147142	1.206
0.44336	161.002196	1.2047
0.44336	87.05488069	1.2046
0.44336	287.0544512	1.2044
0.44399	254.0441723	1.2025
0.44399	455.1870405	1.202
0.4441	586.4540776	1.2012
0.4441	489.1712908	1.2005
0.4441	296.2143284	1.2003
0.44447	229.1036861	1.1978
0.44447	489.875189	1.1978
0.44447	212.1065022	1.1977
0.44447	561.294126	1.197
0.44447	412.3053889	1.1969
0.44447	387.2348492	1.1962
0.44447	437.2725535	1.196
0.44453	193.9763306	1.1948
0.44453	334.2347851	1.1943
0.44453	137.0244509	1.194
0.44453	108.0551134	1.1934
0.44453	297.0818136	1.1934
0.44513	213.9825899	1.191
0.44513	328.0473116	1.1907
0.44513	391.3395424	1.1906
0.44591	180.0955845	1.1883
0.44609	312.1076742	1.1874
0.44639	187.0288045	1.1862
0.44656	399.2502269	1.1854
0.44696	395.3483903	1.184
0.44698	465.1222763	1.1834
0.44701	196.1549936	1.1828
0.44704	281.1377133	1.1809
0.44704	205.0156033	1.1807
0.44704	252.8823337	1.1807
0.44704	91.01711716	1.1807
0.44704	137.1321323	1.1804
0.44751	410.9748227	1.1788
0.44844	472.3462546	1.1762
0.4497	348.2006452	1.1727
0.4497	202.9968886	1.1721
0.4497	278.6269425	1.1719
0.45046	181.0076274	1.1697
0.45057	390.2478125	1.168
0.45057	528.4095723	1.168
0.45057	492.4045024	1.1678
0.45057	189.4770158	1.1675
0.4506	127.0944871	1.167
0.4507	280.1623114	1.1653
0.4507	554.8531996	1.1645
0.4507	414.7338948	1.1643
0.4507	178.158705	1.1641
0.4507	348.055141	1.1638
0.4507	274.1343232	1.1633
0.4507	393.2419624	1.1631
0.4507	284.1595308	1.1628
0.45084	607.1697639	1.1616
0.45084	496.9189877	1.1616
0.45116	541.3274318	1.1603
0.45116	382.9270586	1.1599
0.45121	287.2432006	1.1593
0.4513	112.1117363	1.1586
0.45155	160.5270201	1.1574
0.45155	319.0039003	1.1562
0.45155	510.9503505	1.1561
0.45155	185.0765847	1.1555
0.45155	490.2441135	1.1553
0.45155	295.1026814	1.1552
0.45173	444.8639159	1.154
0.45173	185.1143875	1.1531
0.45173	267.6168834	1.1529
0.45173	141.0846175	1.1528
0.45339	199.1005932	1.1486
0.45364	145.9339977	1.1476
0.454	249.9384	1.1463
0.45419	194.0089889	1.1454
0.45454	486.2289922	1.144
0.45454	344.2422195	1.1433
0.45454	91.02309145	1.1432
0.45501	373.2311899	1.1417
0.45519	478.9626008	1.1408
0.45568	342.7790598	1.1392
0.45581	422.3365638	1.1375
0.45581	581.3097206	1.1374
0.45581	245.0366165	1.1369
0.45581	87.09937072	1.1367
0.45581	293.7097903	1.1364
0.45581	388.3062888	1.1349
0.45581	164.9089612	1.1345
0.45581	420.7961216	1.1338
0.45581	270.6234677	1.1329
0.45581	537.2860545	1.1324
0.45581	278.163928	1.1322
0.45581	131.0852508	1.1321
0.45581	437.2345508	1.132
0.45581	188.9781139	1.1319
0.45581	509.7653941	1.1318
0.45584	265.0342425	1.1312
0.45584	577.8511746	1.1308
0.45596	540.1111926	1.1295
0.45596	471.2890837	1.1292
0.45596	488.78316	1.1288
0.45596	494.3216321	1.1286
0.45665	176.0291302	1.1262
0.45665	152.1177584	1.1261
0.45707	425.2103956	1.1238
0.45707	102.0664092	1.1236
0.45707	378.9828414	1.123
0.45707	151.0961927	1.1226
0.45707	324.7363976	1.1224
0.45707	107.9595689	1.1224
0.45717	496.8771351	1.1217
0.4576	301.1178154	1.1203
0.4576	587.2759799	1.1194
0.4576	236.6311163	1.1188
0.4576	271.6291992	1.1179
0.4576	160.9682686	1.1177
0.4576	587.3136246	1.1173
0.4576	142.0647568	1.1166
0.4576	249.2053804	1.1162
0.4576	143.0720556	1.1162
0.4576	266.0151553	1.116
0.45834	389.2076387	1.1139
0.45932	592.8215648	1.1113
0.46061	126.1272447	1.1077
0.46061	286.1426891	1.1074
0.46061	497.6858252	1.1071
0.46062	276.1878057	1.1059
0.46062	290.1644599	1.1044
0.46062	211.1214522	1.1031
0.46062	534.2123263	1.1026
0.46062	418.2021668	1.1024
0.46062	452.7529618	1.102
0.46062	110.0081287	1.1013
0.46062	282.6058832	1.1011
0.46062	377.0029801	1.0999
0.46062	411.0943437	1.0993
0.46062	504.107254	1.0992
0.46062	411.3205773	1.0992
0.46062	306.2345317	1.0992
0.46062	287.1457396	1.099
0.46062	560.8020324	1.0985
0.46062	522.2901897	1.0983
0.46062	102.0125622	1.0981
0.46062	373.1828368	1.0981
0.46062	360.1460272	1.0979
0.46062	392.9020871	1.0978
0.46125	128.9706658	1.0959
0.46183	348.3251727	1.0942
0.46185	314.276357	1.0936
0.46185	291.1940157	1.0932
0.46191	268.7742539	1.0926
0.46228	315.2365091	1.091
0.46228	224.1851988	1.0909
0.46266	568.2315232	1.0894
0.46266	372.2581454	1.0891
0.4633	419.8843427	1.0873
0.46339	282.0495696	1.0866
0.46384	257.1743323	1.0852
0.46397	555.3226479	1.0844
0.46466	272.7946743	1.0824
0.46498	376.9283115	1.0813
0.4651	229.1154625	1.0806
0.46549	156.0417503	1.0793
0.46578	353.5540505	1.0782
0.46635	161.0291882	1.0765
0.46697	349.9397203	1.0747
0.46731	294.9381263	1.0735
0.46756	274.625464	1.072
0.46756	274.2008346	1.072
0.46769	471.2968156	1.0713
0.46784	313.0322006	1.0699
0.46784	406.211832	1.0697
0.46784	432.1680223	1.069
0.46784	407.2477346	1.0675
0.46784	234.5699433	1.0673
0.46784	246.0332338	1.067
0.46784	263.0886057	1.0668
0.46784	193.1076776	1.0666
0.46784	329.9979374	1.0662
0.46784	472.8081862	1.0657
0.46784	532.629603	1.0654
0.46784	101.022906	1.0651
0.46784	170.116952	1.0647
0.46784	394.2959554	1.0643
0.46784	449.9522245	1.0641
0.46795	504.239857	1.0632
0.46795	440.6537665	1.0629
0.46795	549.3729921	1.0625
0.46813	346.7901181	1.0617
0.4687	635.8776955	1.06
0.46902	536.9615041	1.0577
0.46902	156.1742143	1.0577
0.46902	445.1618771	1.0568
0.46902	225.0424774	1.0566
0.46902	377.9966643	1.0559
0.46902	240.099175	1.0556
0.46902	206.9947013	1.0556
0.46902	126.9716959	1.0555
0.46902	432.8834547	1.0552
0.46954	174.1484576	1.0534
0.46954	380.9877864	1.0527
0.46954	86.09601973	1.0524
0.46954	104.0701786	1.0523
0.46987	145.0490175	1.0509
0.46987	157.4635875	1.0507
0.47075	450.0171463	1.0483
0.47161	405.2457605	1.046
0.47174	560.470987	1.0451
0.47174	147.075987	1.0444
0.47174	491.16825	1.0443
0.47174	132.5122367	1.0433
0.47174	399.978616	1.0431
0.47174	365.2716944	1.043
0.47174	130.1222675	1.0426
0.47211	415.1810466	1.0414
0.47229	180.1237642	1.0405
0.47272	214.0559117	1.0391
0.47272	316.159586	1.0381
0.47272	366.7208971	1.0379
0.47272	396.9633283	1.0378
0.47387	553.3894114	1.0349
0.47389	357.1501393	1.034
0.47389	223.9432977	1.034
0.47432	481.260129	1.0326
0.47507	142.0968273	1.0306
0.4751	355.0584492	1.0297
0.4751	143.1173659	1.0292
0.4751	530.2871297	1.029
0.4751	221.6143596	1.0287
0.47538	151.0972069	1.0274
0.47538	177.1017077	1.0272
0.47593	366.8170694	1.0247
0.47593	208.1187706	1.0242
0.47593	492.3879884	1.0239
0.47593	182.9017794	1.0235
0.47593	259.1898796	1.0233
0.47593	353.252806	1.0233
0.47593	153.1017495	1.0228
0.47593	603.5062576	1.0225
0.47598	198.0969361	1.022
0.4761	185.097686	1.0206
0.4761	418.7098048	1.0204
0.4761	112.0945536	1.0204
0.47636	545.2990865	1.0184
0.47636	336.3096861	1.0182
0.47636	85.5363475	1.0182
0.47636	255.6277584	1.0166
0.47636	535.0390672	1.0166
0.47636	470.3125266	1.0164
0.47636	271.2271863	1.0159
0.47636	539.9784151	1.0158
0.47636	412.3412032	1.0153
0.47636	171.0623815	1.015
0.47636	195.1372894	1.015
0.47675	309.951255	1.0137
0.477	175.9300141	1.0127
0.47706	572.7105848	1.012
0.47706	104.99208	1.0117
0.47711	286.8915596	1.0112
0.47753	265.0147168	1.0098
0.47762	291.9825487	1.009
0.47762	480.5070455	1.0088
0.47779	320.1982941	1.0077
0.47779	143.0105947	1.0068
0.47779	281.0521279	1.0063
0.47779	504.3040385	1.0058
0.47779	475.3785871	1.0056
0.47779	153.0887311	1.0056
0.47779	483.8314868	1.0052
0.47779	110.5086828	1.0049
0.47844	115.5269748	1.0031
0.4787	331.0446344	1.002
0.4787	379.747851	1.0017
0.47907	386.7152713	0.99968
0.47907	444.6725273	0.99936
0.47907	343.2667352	0.99931
0.47907	233.9715842	0.99914
0.47989	516.3740234	0.99646
0.47989	154.9666333	0.99637
0.47989	137.0715952	0.99581
0.47989	330.3356971	0.99534
0.47989	244.6370088	0.99512
0.47989	374.1756227	0.9948
0.48064	406.9651849	0.99226
0.48064	390.2775805	0.99222
0.48064	319.1722615	0.99174
0.48064	504.3083177	0.99148
0.4807	563.3094034	0.99061
0.4807	279.4567598	0.99015
0.4807	277.1202698	0.99005
0.48077	117.0289357	0.98947
0.48088	118.9835717	0.98881
0.48094	339.2885023	0.98825
0.48123	291.2523794	0.9872
0.48173	340.9856241	0.98572
0.48195	239.9659713	0.98483
0.48251	159.1124333	0.98322
0.48279	363.0885679	0.98194
0.48279	300.0231693	0.98178
0.48335	146.0808587	0.98016
0.48354	234.8932487	0.97934
0.48439	191.0840661	0.97693
0.48439	110.4798824	0.9767
0.48456	231.2506998	0.97592
0.48472	197.1528526	0.97514
0.48492	264.2590947	0.97394
0.48492	190.1254649	0.97369
0.48492	105.0439867	0.97244
0.48492	341.0164753	0.97235
0.48492	101.0705666	0.97212
0.48492	345.0987467	0.9709
0.48492	134.0804593	0.97076
0.48492	475.3315944	0.97069
0.48492	539.3057971	0.97048
0.48492	436.3239906	0.96981
0.48492	492.0166417	0.96955
0.48492	383.1151193	0.96852
0.48492	217.9492655	0.9684
0.48492	508.8967305	0.96814
0.48492	516.3030912	0.96764
0.48492	194.0791314	0.96742
0.48492	286.2371117	0.9668
0.48492	133.0595601	0.96631
0.48492	288.1799442	0.96617
0.48492	425.3299966	0.96615
0.48511	455.3705707	0.96533
0.48539	300.9047244	0.96313
0.48539	247.2048316	0.96243
0.48539	553.2959641	0.96232
0.48539	124.5146863	0.96231
0.48539	268.1827986	0.96223
0.48539	415.0363728	0.96205
0.48539	464.0212608	0.96176
0.48608	492.6481812	0.95976
0.48608	203.1058836	0.95946
0.48619	112.5189877	0.95865
0.48619	369.7385161	0.95831
0.48619	533.2804596	0.95773
0.48619	190.9964326	0.95698
0.48619	197.1530142	0.95656
0.48619	548.3575241	0.95639
0.48619	178.5107052	0.95599
0.48619	88.98071721	0.95584
0.4865	557.1716242	0.95478
0.48676	368.2286904	0.9538
0.48724	493.4051503	0.95209
0.48724	172.0711297	0.95198
0.48751	98.04705846	0.95099
0.48806	558.9000211	0.94931
0.48806	208.1903734	0.94854
0.48806	144.1014459	0.94845
0.48806	487.3571832	0.94815
0.48897	497.103202	0.94584
0.48914	366.2392736	0.94312
0.48914	315.9780067	0.94295
0.48914	106.0520907	0.9429
0.48914	335.1656574	0.94272
0.48914	261.0107671	0.94258
0.48914	400.2225058	0.9424
0.48914	517.306365	0.94227
0.48914	297.1323863	0.94213
0.48948	584.9864798	0.9406
0.48948	282.9903251	0.94057
0.48967	326.2533594	0.93978
0.4899	548.2410956	0.93888
0.48991	254.9939728	0.93809
0.48991	158.8742137	0.93801
0.4901	330.3152808	0.93705
0.4901	484.2499697	0.93679
0.49042	110.0197131	0.9357
0.49104	406.8350379	0.93352
0.49104	296.0648715	0.93338
0.49104	366.321114	0.93317
0.49107	269.9821582	0.9326
0.49107	286.1262295	0.93169
0.49107	263.199905	0.93123
0.49107	179.1424714	0.93094
0.49107	130.4915498	0.9305
0.49107	282.1445035	0.93048
0.49107	98.05965968	0.93018
0.49139	303.1700673	0.92876
0.49139	138.5380546	0.92849
0.49139	133.1050036	0.92827
0.49204	292.4204064	0.92635
0.49204	237.1686105	0.92611
0.49214	337.2522634	0.9253
0.49214	312.3257076	0.92485
0.49214	550.6060212	0.9246
0.49214	449.3649604	0.92424
0.49227	212.200623	0.92356
0.49245	93.50346189	0.92225
0.49245	142.1587032	0.92198
0.49245	217.1794251	0.92194
0.49251	433.7252527	0.92134
0.49251	371.7653032	0.92084
0.49251	378.7292851	0.92056
0.49281	121.0630059	0.91938
0.49281	385.8490488	0.91882
0.49281	562.3810301	0.91734
0.49281	429.1905986	0.91699
0.49281	357.2629049	0.91686
0.49281	206.9193136	0.91656
0.49281	426.6756649	0.91642
0.49281	364.9158485	0.9158
0.49281	479.9980242	0.91557
0.49281	130.1332946	0.91556
0.49281	322.0772014	0.91444
0.49281	301.6397505	0.91407
0.49281	459.3360341	0.91397
0.49281	299.2215881	0.91393
0.49281	100.9881071	0.91376
0.49342	441.2870734	0.91193
0.49342	282.6501497	0.91167
0.49349	384.2686533	0.91113
0.49497	243.1560487	0.90769
0.49507	211.0931773	0.90644
0.49507	163.0973997	0.90634
0.49507	252.1083816	0.90625
0.49508	100.9814997	0.90582
0.49514	392.3507511	0.90529
0.49593	235.6331549	0.90327
0.49598	319.0522998	0.90275
0.49651	443.2410418	0.90127
0.4967	271.2418073	0.90047
0.49754	270.7968198	0.89835
0.49781	197.0799025	0.89707
0.49781	346.8633351	0.89683
0.49781	262.575033	0.89627
0.49781	242.0101341	0.89608
0.49781	344.7760255	0.89514
0.49781	285.2977131	0.89511
0.49781	88.95220897	0.89445
0.49781	318.2783283	0.89419
0.49781	518.9775529	0.89381
0.49781	451.003519	0.89372
0.49788	235.9724232	0.89285
0.49788	132.0748659	0.89241
0.49788	533.9604818	0.89226
0.49788	163.0748353	0.89195
0.49804	251.6419159	0.89076
0.49804	496.8352878	0.88969
0.49804	284.9357732	0.88935
0.49804	182.1625419	0.88927
0.49804	131.9293499	0.88921
0.49804	145.0602715	0.88918
0.49838	544.3380736	0.88785
0.49838	354.8941883	0.88692
0.49838	135.0548982	0.88648
0.49838	219.0538866	0.88622
0.49838	167.1425117	0.88538
0.49838	598.9663911	0.88538
0.49838	443.2445678	0.88519
0.49838	275.2576158	0.88495
0.49838	124.9640126	0.88484
0.49911	522.0151802	0.88294
0.49913	516.8487584	0.88176
0.49913	270.8432848	0.88165
0.49913	388.711416	0.88161
0.49913	333.1507441	0.88108
0.49913	466.337545	0.88088
0.49923	228.9729074	0.88013
0.49923	99.09124448	0.87988
0.49925	301.6298533	0.87923
0.49925	389.2505359	0.87903
0.4994	250.9993016	0.87833
0.49941	612.3240341	0.87791
0.49953	509.9219898	0.87705
0.49953	273.6045043	0.87687
0.50055	156.9274333	0.87415
0.50055	644.8351625	0.8738
0.50055	470.2971114	0.8736
0.50098	307.6507735	0.87231
0.50098	273.2205072	0.87192
0.5014	144.0651811	0.87066
0.50155	546.2529983	0.86962
0.50155	434.8845984	0.86932
0.50155	275.6443214	0.86896
0.50155	281.0504573	0.8684
0.50155	103.053879	0.86836
0.50217	261.2203923	0.86672
0.50217	446.7525029	0.86598
0.50217	505.7534735	0.8659
0.50253	166.1331125	0.86478
0.50334	520.1365193	0.86277
0.50373	527.3097811	0.86159
0.50403	458.0035388	0.86018
0.50403	329.2314046	0.86018
0.50416	289.1751604	0.85952
0.50488	385.9778426	0.85769
0.50491	454.30032	0.85677
0.50491	90.05468353	0.85652
0.50491	181.1440675	0.85604
0.50491	214.1512575	0.85603
0.50525	496.8185503	0.85431
0.50525	308.8778075	0.85393
0.50525	518.3526967	0.8539
0.50525	113.0957672	0.85375
0.50585	309.0624955	0.85215
0.50714	269.6048371	0.84863
0.50714	92.03646956	0.84851
0.50714	156.0717859	0.84838
0.50731	275.1265584	0.84762
0.50731	263.1353698	0.84713
0.50731	552.7750611	0.84677
0.50731	137.0787012	0.84625
0.50731	231.0286545	0.84606
0.50731	182.9017861	0.84533
0.50731	484.3103727	0.84527
0.50735	148.0793054	0.8448
0.50819	116.0812863	0.84273
0.50819	99.09132355	0.84216
0.50819	373.302626	0.84194
0.50909	281.0992558	0.83976
0.50973	454.911953	0.83807
0.50973	227.9539744	0.83763
0.50973	275.8884506	0.83725
0.50973	160.9638167	0.83691
0.50989	178.9902227	0.8362
0.50994	467.3475483	0.83572
0.51002	508.8316703	0.83516
0.5103	495.7616228	0.83422
0.51055	134.0596238	0.83333
0.51061	210.0494921	0.83229
0.51061	394.2339863	0.83221
0.51061	533.3083802	0.83177
0.51061	271.0428241	0.83162
0.5108	89.46504206	0.83086
0.51094	526.3639666	0.83018
0.51103	131.0530169	0.82906
0.51103	207.1585798	0.82855
0.51103	407.9440662	0.82844
0.51103	508.6235613	0.82843
0.5111	390.2536813	0.82755
0.5111	236.2218149	0.82743
0.5111	327.0775642	0.82712
0.51159	216.8802292	0.82578
0.51181	220.170159	0.82481
0.51181	390.7084653	0.82426
0.51181	536.5761887	0.82416
0.51187	272.2217945	0.82348
0.51187	436.7685574	0.82326
0.51192	198.096978	0.82244
0.51192	93.52506516	0.82237
0.51279	375.233516	0.82027
0.5142	460.9023364	0.81642
0.5142	311.2934459	0.81582
0.5142	265.1793471	0.81549
0.5142	282.1906372	0.81522
0.5142	379.2813048	0.81471
0.5142	364.218898	0.81458
0.5142	499.9421046	0.81442
0.5142	379.3007745	0.81438
0.51433	442.9379618	0.81375
0.51513	176.0113056	0.81178
0.51515	391.2225585	0.81135
0.51557	133.0313534	0.81015
0.51567	500.3774379	0.80919
0.51567	191.4663101	0.80906
0.51567	329.2878217	0.80866
0.51567	290.2230508	0.8084
0.51585	159.5523033	0.80765
0.51588	223.9880212	0.80721
0.51591	216.0842845	0.8067
0.51591	168.0218758	0.80637
0.51617	290.17429	0.80513
0.51617	564.9294502	0.80509
0.51621	171.1486555	0.804
0.51621	375.1978145	0.80399
0.51621	495.9785814	0.80368
0.51621	151.0347633	0.80347
0.51654	225.4817497	0.80244
0.51656	526.9485175	0.80201
0.5166	375.3450794	0.80154
0.51671	111.0549377	0.80054
0.51671	250.0374395	0.80029
0.51671	195.1739502	0.80017
0.51684	336.9115279	0.79953
0.51722	511.9643165	0.79842
0.51735	442.2167563	0.79776
0.51735	215.0510572	0.79738
0.51753	301.1616308	0.79664
0.51774	238.1796564	0.79585
0.5181	104.1066033	0.79431
0.5181	232.062031	0.79405
0.5181	235.091656	0.79368
0.5181	352.223989	0.79361
0.51818	400.3284137	0.79307
0.51882	165.1382714	0.79137
0.51882	478.3532322	0.79105
0.51919	250.0832683	0.78995
0.51977	538.7997951	0.78844
0.52	178.0855543	0.78762
0.52033	106.0520773	0.78655
0.52033	180.0032996	0.78621
0.5215	506.7907974	0.78312
0.5215	302.637907	0.78279
0.5215	542.2804794	0.7818
0.5215	116.5265681	0.78116
0.5215	494.8120214	0.78115
0.5215	428.0354681	0.78114
0.5215	477.3152428	0.78097
0.5215	180.1376358	0.78089
0.52154	464.1308085	0.78015
0.52154	411.250721	0.78006
0.52156	460.7490829	0.77963
0.52206	176.1048724	0.77828
