"m.z"	"p.value"	"t.score"
85.02798773	0.12984850536173	1.52207382370502
85.03918591	0.904129043339042	-0.120626860330528
85.03934182	0.265768229857755	1.11653639680626
85.05850153	0.810742008099306	-0.239841594091044
85.06447722	0.28274317799337	1.07759069905908
85.07557123	0.507898143416441	0.663517211366263
85.07616337	0.382856760620294	0.874910952767047
85.0838011	0.922311778752658	-0.0976669962517539
85.50950642	0.931535646044638	-0.0860402843613268
85.51517772	0.349699157904702	-0.937757991889349
85.5363475	0.132957243499528	-1.50977503308744
85.96264165	0.226515338399866	-1.21378001300142
86.00545485	0.822210492134882	0.225050230070009
86.01779309	0.724172697388781	0.353471833119448
86.03613685	0.874111048511056	0.1586778319681
86.04255464	0.0500666604944316	-1.97343613278526
86.05953662	0.652553779072713	0.451014607674125
86.05955314	0.484908305792671	0.699961170580427
86.0596265	0.0332145116762294	2.14695078816891
86.07101485	0.0854476561437837	1.72998609260099
86.07888004	0.453643523058832	-0.751079032697127
86.08334857	0.841526147947017	-0.200247784851945
86.0960168	0.948794733156754	-0.0643153028802669
86.09601973	0.0517417988976311	-1.95905687486363
86.51731767	0.880395158939701	0.150694768060244
86.51737956	0.581589840251566	0.552122075288978
86.90827199	0.0638709048925457	-1.865241293551
86.95525771	0.139214589840496	1.48568484606945
87.02750198	0.320411234967223	0.996525435268798
87.0436837	0.170520411413173	-1.37635997526409
87.05479928	0.88213249170322	-0.148489460128242
87.05483982	0.99617979346136	0.00479498354090531
87.05488069	0.0962894729281157	-1.67237679511746
87.06297233	0.37592641135048	0.887755798919933
87.09118599	0.587167540175	0.543980606497433
87.09125264	0.526489802409488	-0.63468086285779
87.09937072	0.0976678790019279	-1.66543438144145
87.50921608	0.0419885152587391	2.04910690947125
87.5092359	0.42224579645545	0.804475870107166
87.96519965	0.60915388193301	-0.512231425775496
88.02114266	0.447629974804095	-0.761136619657962
88.02123441	3.75960282965702e-06	4.78094637911428
88.03879092	0.25085645857042	1.15220034781203
88.03891973	0.665410678880978	-0.433210958255275
88.07530414	0.421314321793992	-0.806094863764739
88.11178715	0.0106672981820829	-2.58194699175415
88.46470452	0.51272096182863	0.655984479570874
88.50877783	0.426391217707451	0.797296183186484
88.52796853	0.368885753549068	0.900957038484892
88.95220897	0.519745437918262	0.645079260793055
88.96524922	0.513912805327813	0.654128703459525
88.98071721	0.168044023235193	1.38442126020278
89.00799297	0.0214098770723157	2.32215929902442
89.02449826	0.556178964943896	0.589693668549598
89.03820662	0.982220578012755	-0.0223178577223022
89.05935561	0.319843269857714	0.997699123067142
89.07051726	0.832410146745644	-0.211936898316173
89.07054091	0.0906747779896159	1.70151350461866
89.07865424	0.524897717014956	0.637129281279613
89.11503653	0.745210653556974	0.325489815806283
89.46504206	0.168204296225403	-1.38389681850823
89.46505168	0.877356470676584	-0.154553749463188
89.50634511	0.0179460332655715	-2.38992018235372
90.00796342	0.332202164826755	-0.972462481183035
90.01692574	0.306408144391281	-1.02587473059242
90.04598261	0.604625279116952	-0.518727600111456
90.05444432	0.909439527897275	-0.113915086393527
90.05468353	0.195412010153968	-1.29985031860222
90.09090124	0.774377440711355	0.287110403283956
90.50654964	0.656842922197757	0.44505949851304
90.52542391	0.82248197935589	0.22470069411064
90.52542789	0.454201754920661	-0.750149264105648
90.97619033	0.0551329654480948	-1.93111054967848
91.01711716	0.269481505625404	1.10787339637582
91.01727277	0.472310203196426	0.720331477690316
91.02308353	0.742142740981239	-0.329553921473867
91.02309145	0.371795697419757	0.895481951382554
91.02711001	0.25397003586462	1.14463344834216
91.02757047	0.459759776533856	0.740927207144354
91.04121393	0.927593122265214	-0.091008323704843
91.05390751	0.467726022925103	0.727818362675935
91.50433155	0.696611871772284	0.390559459010418
91.52455878	0.419521731538482	-0.809216534379297
91.97961853	0.724704208368849	0.352761541756612
92.00552366	0.781478554129343	-0.277832485381647
92.00566054	0.1157297184009	1.5810309401692
92.02522099	0.961357548726774	-0.0485215492079187
92.03643425	0.752348251084532	0.316055289210263
92.03646956	0.347064258742519	0.942911459284489
92.03954926	0.338202357094333	-0.960431022401526
92.03956824	0.10420746602797	-1.63353362719746
92.04899624	0.153420239561734	1.43396083246565
92.05720696	0.947138776650804	-0.0663982612894607
92.50305705	0.0493413607422141	1.97978855590946
92.50305882	0.668159759939732	0.42942218567428
92.52189615	0.36570409086823	-0.906974478697891
92.96604044	0.754717922305131	-0.312929325384753
92.98057604	0.365099345332223	0.908121947553888
93.00364767	0.270336697846739	1.10588998147407
93.01951903	0.56073875470653	-0.582891471542176
93.02090393	0.369089823752313	-0.900572197543561
93.0442914	0.191230953147943	1.31217243889709
93.05689753	0.313928423761171	-1.01000472073991
93.06941187	0.202065678422379	1.2806369262118
93.06947354	0.461550811374555	-0.73796890865635
93.50346189	0.305877906146148	-1.02700345166309
93.52506516	0.341015101315159	-0.954838600252714
93.52506752	0.860685377325373	0.175768033705954
94.00488996	0.384800134309892	-0.871334954257289
94.04459704	0.593657344053085	-0.53455310040196
94.04462478	0.140363147943752	-1.48135490778714
94.05213292	0.372329216090814	0.894481044534749
94.0646993	0.786969630227029	-0.270674643482516
94.50183021	0.229685528122108	-1.20550019354146
94.51479341	0.554305672937092	0.59249614465097
94.54533106	0.167113492456249	-1.3874736323425
95.00256779	0.572236198904244	0.565858387510904
95.02357809	0.99339629825006	-0.0082887884572031
95.0235923	0.267704400969423	1.11200894922286
95.04350302	0.13587900659071	1.49841903719301
95.04350531	0.0100953361563455	-2.60167317286245
95.04871716	0.899372257908877	0.126643464297407
95.04882812	0.649478139747753	0.455294772662011
95.05995633	0.295173973502782	1.05007526859847
95.06804828	0.31343097460422	1.01104662299254
95.08518592	0.580201273671037	0.55415459572546
95.5013337	0.339913654740418	0.957024977548736
95.95269905	0.955613352108023	0.0557413040540492
95.9527295	0.0592153982428747	-1.89932406504671
95.96362736	0.896893427260168	-0.129780619448702
95.97306111	0.661384060941834	0.438771745461444
96.00303256	0.425498991085652	0.798837993244591
96.03286285	0.687695255931143	0.402672246646832
96.04398965	0.913572803680481	0.108694739142313
96.05426964	0.474744917591583	0.716371530175456
96.05520914	0.830400636337754	-0.214517485325947
96.0632967	0.912329544133234	0.110264662143891
96.06777786	0.440922829061324	-0.772446098194956
96.08034024	0.931813128790022	0.0856907056540036
96.08844302	0.847164444456136	-0.193031854462689
96.5143859	0.32320476652027	0.990772529101438
96.92149392	0.0931727827910568	-1.68837514765185
96.96030527	0.749607830221023	-0.319674206925889
96.97144239	0.977571831163344	-0.0281546498612479
97.00454006	0.145247090125837	-1.46324399096024
97.02796447	0.803444278854027	0.249281107424772
